year,state,station,name,lat,lon,elev,avg_temp,avg_dew,avg_slp,avg_stp,avg_co2
1975,NH,726160,BERLIN MUNICIPAL AIRPORT,44.583,-71.179,+0353.0,48.552121212121207,40.676515151515147,5781.6575757575747,2755.7356060606062,329.85166666666669
1975,NY,725060,OTIS ANGB AIRPORT,41.65,-70.061,+0047.5,54.339075268817204,45.689440860215058,9999.9,1012.6343655913978,331.20300000000003
1975,OR,726885,MEACHAM,45.511,-118.425,+1134.8,40.082917735608305,3928.3748064282372,9102.0103225806452,9087.61322580645,331.521
1975,AK,700265,BARROW W POST-W ROGERS ARPT,71.333,-156.633,+0004.0,15.0,12.25,9999.9,9999.9,328.34
1975,AK,700866,CHALLENGE ISLAND,70.233,-146.5,-0999.0,4.5260755682066796,5488.1165309603257,9813.7558620689651,9999.9,332.224
1975,AK,701160,WALES,65.617,-168.05,+0005.0,14.700000000000001,10.966666666666665,1002.0166666666667,9999.9,331.65
1975,AK,701620,UMIAT,69.367,-152.133,+0085.0,-12.867118298368297,286.80541958041943,9999.9,9999.9,329.53
1975,AK,701745,CHANDALAR LAKE AIRPORT,67.511,-148.483,+0585.0,-10.939230769230772,748.59846153846138,9999.9,9999.9,330.125
1975,AK,702460,MINCHUMINA,63.9,-152.267,+0214.0,28.33787867996201,3323.198856328856,9999.9,9999.9,331.28999999999996
1975,AK,702490,PUNTILLA LAKE,62.1,-152.735,+0566.3,27.595451631701632,167.8182977855478,9999.9,9999.9,331.521
1975,AK,702550,SKWENTNA AIRPORT,61.977,-151.183,+0045.7,33.186844007707975,3233.64816689132,9999.9,9999.9,332.17249999999996
1975,AK,702600,NENANA/MUN.                  ,64.55,-149.072,+0110.0,8.2347069597069584,2229.9064542124543,9999.9,9999.9,329.51
1975,AK,702675,PAXSON AIRPORT,63.033,-145.498,+0823.0,24.320588235294121,151.5392959001783,9999.9,9999.9,331.40818181818184
1975,AK,702680,GLENNALLEN  AK,62.1,-145.967,+0573.0,41.549042658730158,27.282172619047625,9999.9,9999.9,331.15375
1975,AK,702719,SNOWSHOE LAKE,62.033,-142.667,+0735.0,25.9434350132626,136.83779840848808,9999.9,9999.9,328.79666666666668
1975,AK,702735,MERRILL FLD,61.217,-149.833,+0042.1,36.535714285714285,5024.0499999999993,9999.9,9999.9,329.65999999999997
1975,AK,702756,VALDEZ PIONEER FIELD AIRPORT,61.133,-146.244,+0036.0,5.2,2.1,9999.9,9999.9,333.6
1975,AK,702757,WHITTIER AIRPORT,60.783,-148.683,+0011.9,34.678333333333335,28.328333333333333,9999.9,9999.9,331.232
1975,AK,703330,PORT HEIDEN AIRPORT,56.959,-158.617,+0029.0,38.746683413834745,146.90557384898472,9999.9,9999.9,330.83500000000004
1975,AK,703570,SITKINAK(USCG)               ,56.55,-154.133,+0017.0,39.248593435075179,111.62679681681101,1237.7385746080042,9999.9,331.20300000000003
1975,AK,703865,LEVEL ISLAND,56.467,-133.1,+0030.0,43.729147113916859,340.05719073621958,9999.9,9999.9,331.18818181818182
1975,AK,703885,CAPE POLE SEAPLANE,55.967,-133.8,+0001.0,45.339371693121691,94.753257642563213,9999.9,9999.9,331.11
1975,AK,704090,ATTU,52.833,173.183,+0021.0,36.787142857142861,35.998571428571431,1007.2014285714284,9999.9,331.40142857142854
1975,AK,704898,ROBERT (BOB) CURTIS MEMORIAL,66.818,-161.022,+0017.1,35.818245528980832,31.808686669539611,9999.9,9999.9,331.521
1975,AZ,723785,PAGE MUNI (AMOS)  &          ,36.933,-111.45,+1314.0,63.778298861480067,30.722747628083496,9999.9,9999.9,330.83500000000004
1975,AZ,723786,KINGMAN (AMOS)    &          ,35.25,-113.933,+1033.0,54.330001747734677,24.533069963163129,9999.9,9999.9,331.40714285714284
1975,CA,722885,SANTA MONICA MUNI AIRPORT,34.017,-118.45,+0053.0,1.4,9999.9,9999.9,9999.9,328.34
1975,CA,722890,MOUNT WILSON,34.233,-118.067,+1739.2,19.9,9999.9,9999.9,9999.9,331.4
1975,CA,725846,TRUCKEE-TAHOE AIRPORT,39.32,-120.133,+1798.3,41.5790192138779,99.454658322353993,9999.9,9999.9,329.82500000000005
1975,CO,725710,YAMPA VALLEY AIRPORT,40.481,-107.218,+2011.7,35.781703038649646,22.705733928350725,1015.9777867383514,9999.9,332.45333333333332
1975,CO,725715,HAYDEN/YAMPA (AWOS)          ,40.483,-107.217,+2012.3,39.284603920194755,106.83141745941917,9999.9,9999.9,330.833
1975,CT,725089,NEW HAVEN COAST GUARD STATION,41.27,-72.9,+0003.0,46.827152014652015,9999.9,1019.8680402930404,9999.9,329.53
1975,FL,722025,FORT LAUDERDALE HOL,26.072,-80.154,+0003.4,78.247429622861375,68.781403246994017,9999.9,9999.9,331.358
1975,FL,722035,CLEWISTON,26.75,-80.95,+0006.0,76.650393625192024,64.821025345622118,1017.1936699948797,9999.9,332.45333333333332
1975,FL,722045,VERO BEACH MUNI,27.653,-80.243,+0008.5,73.6687027983704,65.174698223468909,1018.7690474854738,9999.9,330.626
1975,FL,722117,EGMONT KEY COAST GUARD STATIO,27.6,-82.77,+0001.0,73.15,9999.9,1017.3,9999.9,328.91499999999996
1975,FL,722118,VENICE MUNICIPAL AIRPORT,27.072,-82.44,+0005.8,68.9,9999.9,1019.2,9999.9,329.49
1975,HI,911976,WAIMEA KOHALA,20.001,-155.668,+0814.1,66.9203125,1420.1761904761904,9999.9,9999.9,331.72749999999996
1975,HI,911977,BRADSHAW ARMY AIRFIELD,19.76,-155.55,+1887.0,58.107898479152425,43.532093996354519,9999.9,9999.9,331.301
1975,IL,725315,UNIVERSI OF IL WILLARD APT,40.04,-88.267,+0230.0,46.1316696535245,37.300779825908855,9999.9,9999.9,331.18699999999995
1975,IL,725325,BRADFORD/RINKENBERG,41.233,-89.617,+0247.0,53.897221269460978,1920.6974990476913,9999.9,9999.9,331.358
1975,IN,724375,MONROE COUNTY AIRPORT,39.133,-86.617,+0258.0,58.440119047619049,48.951595238095237,9999.9,9999.9,330.883
1975,KY,724237,OWENSBORO-DAVIESS COUNTY AIRP,37.75,-87.167,+0124.0,59.365210149811993,664.58584519911858,9999.9,9999.9,331.93777777777774
1975,LA,722407,CALCASIEU COAST GUARD STATION,29.78,-93.35,+0001.0,65.4,9999.9,1021.6,9999.9,329.49
1975,MA,725067,BRNSBL MUNI-BMAN/POL FD AP,41.669,-70.267,+0017.0,60.939015993494174,180.27590765338394,9999.9,9999.9,330.38714285714292
1975,MA,725098,NORWOOD MEMORIAL AIRPORT,42.191,-71.167,+0015.2,15.8,9999.9,9999.9,9999.9,330.40999999999997
1975,MA,744916,PITTSFIELD MUNI,42.433,-73.3,+0364.0,70.2,64.2,9999.9,9999.9,333.6
1975,MD,691174,ABERDEEN PVNG GRND,39.467,-76.167,+0018.0,78.91,1062.3899999999999,9999.9,9999.9,333.785
1975,MD,724065,TIPTON AIRPORT,39.085,-76.759,+0046.0,63.468080523943982,49.260005861213308,2841.0345803670748,9999.9,331.20300000000003
1975,ME,726191,GREENVILLE (AMOS) &          ,45.467,-69.583,+0427.0,29.501367541416805,1441.177962259233,3580.4059592358012,9999.9,331.46
1975,MI,726340,GAYLORD,44.9,-84.717,+0448.4,31.094178571428571,23.47558525345622,1016.2533594470046,9999.9,331.78749999999997
1975,MI,727440,HOUGHTON COUNTY MEMO ARPT,47.169,-88.489,+0333.8,27.507485407066053,21.84911059907834,1016.0416850998464,9999.9,332.224
1975,MS,722357,NATCHEZ/HARDY(AWOS)          ,31.617,-91.283,+0083.0,69.759999999999991,62.62,9999.9,9999.9,332.44666666666666
1975,MS,723305,OXFORD UNIVERSITY,34.383,-89.533,+0137.0,44.0,39.8,9999.9,9999.9,330.4
1975,MT,726765,WEST YELLOWSTONE  &          ,44.683,-111.117,+2025.0,57.047101408972928,38.243227660363367,9999.9,9999.9,331.03000000000003
