year,state,station,name,lat,lon,elev,avg_temp,avg_dew,avg_slp,avg_stp,avg_co2
2011,AK,700001,PORTAGE GLACIER,60.785,-148.833,+0031.4,35.601343269417526,29.984049141903704,1086.1104357575439,1003.7043175177006,391.64916666666664
2011,AK,700260,W POST-WILL ROGERS MEMORIAL A,71.283,-156.782,+0009.5,14.379143625192015,64.931347926267279,1013.816182155658,1013.1372324628777,391.64916666666664
2011,AK,700300,WAINWRIGHT AIRPORT,70.639,-159.85,+0027.0,15.558159882232461,92.489716461853561,1012.5352668970814,1011.3824167946749,391.64916666666664
2011,AK,700637,DEADHORSE AIRPORT,70.192,-148.477,+0018.6,13.443166282642089,254.42768881208397,1013.3305920378904,1010.9483723758323,391.64916666666664
2011,AK,700860,BARTER ISLAND AIRPORT,70.134,-143.577,+0015.0,14.173135560675886,92.2839196108551,4143.3827809779814,1061.8874135944702,391.64916666666664
2011,AK,701330,RALPH WIEN MEMORIAL AIRPORT,66.867,-162.633,+0009.1,24.18961405529954,45.4114228110599,1009.3336603942652,1008.6946831797235,391.64916666666664
2011,AK,701333,DEERING AIRPORT,66.083,-162.75,+0006.4,23.2956746031746,44.658431899641563,1431.3640328981055,1034.6574187147978,391.64916666666664
2011,AK,701486,KIVALINA AIRPORT,67.733,-164.548,+0004.0,22.625785330261142,44.494955197132612,1033.6465847414233,1009.0639240911419,391.64916666666664
2011,AK,701740,BETTLES AIRPORT,66.918,-151.519,+0193.2,23.555355222734253,379.32211533538145,1011.0615085765488,986.08474270353315,391.64916666666664
2011,AK,701780,RALPH M CALHOUN MEML ARPT,65.175,-152.107,+0067.7,26.034791986687146,433.07938940092174,1009.8842153097796,1001.3206073988737,391.64916666666664
2011,AK,701975,EAGLE AIRPORT,64.783,-141.148,+0276.8,26.127957629288272,437.05266065028155,1009.8694879672298,976.10480862775216,391.64916666666664
2011,AK,702000,NOME AIRPORT,64.511,-165.44,+0004.0,27.240928059395802,20.944036098310292,1007.8707117255503,1006.9597369431642,391.64916666666664
2011,AK,702006,KALTAG AIRPORT,64.327,-158.73,+0055.2,25.725046082949309,351.32889592933952,1010.3796466973886,1002.5449577572964,391.64916666666664
2011,AK,702190,BETHEL AIRPORT,60.785,-161.829,+0031.1,29.460817332309269,23.493433179723503,1007.5291167434716,1001.586080389145,391.64916666666664
