year,state,station,name,lat,lon,elev,avg_temp,avg_dew,avg_slp,avg_stp,avg_co2
2003,AK,700260,W POST-WILL ROGERS MEMORIAL A,71.283,-156.782,+0009.5,15.216494641621974,83.58201183963493,1016.3778352242613,5457.2861724202976,376.06777777777779
2003,AK,701330,RALPH WIEN MEMORIAL AIRPORT,66.867,-162.633,+0009.1,25.280857014848952,46.230243855606759,1010.4090066564258,4393.7727240143367,375.63666666666666
2003,AK,701740,BETTLES AIRPORT,66.918,-151.519,+0193.2,24.303716717869946,233.21282834101379,1012.4929409882233,4379.9058602150544,375.63666666666666
2003,AK,702000,NOME AIRPORT,64.511,-165.44,+0004.0,29.586121351766515,23.249269713261654,1009.0659331797234,4393.3304211469531,375.63666666666666
2003,AK,702190,BETHEL AIRPORT,60.785,-161.829,+0031.1,33.642096134152588,27.560650921658986,1008.2999775985663,4390.64097670251,375.63666666666666
2003,AK,702310,MCGRATH AIRPORT,62.957,-155.61,+0101.5,29.63351638504864,48.829340757808495,1009.9671646185355,4386.5997491039425,375.63666666666666
2003,AK,702510,TALKEETNA AIRPORT,62.32,-150.095,+0106.7,40.8138767281106,27.732271505376342,1032.9445730926777,4385.5728494623663,375.63666666666666
2003,AK,702610,FAIRBANKS INTERNATIONAL,64.804,-147.876,+0131.7,29.228773681515616,127.38081029185867,1011.05669546851,4384.2274820788516,375.63666666666666
2003,AK,702670,ALLEN ARMY AIRFIELD,63.994,-145.721,+0389.2,31.098120199692779,18.992625448028676,1011.8532475678444,4365.581451612903,375.63666666666666
2003,AK,702710,GULKANA AIRPORT,62.159,-145.459,+0476.1,29.854383000512026,19.686411930363541,1010.82741359447,4972.5632616487446,375.63666666666666
2003,AK,702730,TED STEVENS ANCHORAGE INTL,61.169,-150.028,+0036.6,39.26975934459805,30.173512544802865,1008.1409703020993,4390.585071684588,375.63666666666666
2003,AK,702750,NATIONAL WEATHER SERVICE OFFI,61.13,-146.352,+0029.0,40.363837045570918,31.3168682795699,1009.3846204557092,1008.2640713005634,375.63666666666666
2003,AK,703080,ST PAUL ISLAND AIRPORT,57.155,-170.222,+0010.7,37.916337045570927,33.01660714285714,1006.70107718894,4392.9550537634414,375.63666666666666
2003,AK,703160,COLD BAY AIRPORT,55.221,-162.732,+0023.8,40.752454557091646,36.286589861751153,1006.3677956989247,4391.1394265232975,375.63666666666666
2003,AK,703260,KING SALMON AIRPORT,58.683,-156.656,+0020.4,37.932582565284179,31.342744495647718,1006.1948131080389,4391.6480555555554,375.63666666666666
2003,AK,703400,ILIAMNA AIRPORT,59.749,-154.909,+0043.6,39.125906761481005,59.661109411691989,1033.8849716395641,4415.9583339513038,375.63666666666666
2003,AK,703410,HOMER AIRPORT,59.642,-151.491,+0019.5,41.257195980542761,33.959052099334357,1007.6503347414234,1897.0546614183309,375.63666666666666
2003,AK,703500,KODIAK AIRPORT,57.751,-152.486,+0024.4,42.814498847926259,35.398268689196115,1006.7525428827445,4390.6630555555557,375.63666666666666
2003,AK,703610,YAKUTAT AIRPORT,59.512,-139.671,+0010.1,41.300213133640554,36.385424347158214,1009.9574347158219,4393.8373924731177,375.63666666666666
2003,AK,703810,JUNEAU INTERNATIONAL,58.357,-134.564,+0004.9,42.144050819252435,36.138014592933949,1011.7614964157706,4395.4974283154115,375.63666666666666
2003,AK,703980,ANNETTE ISLAND AIRPORT,55.039,-131.579,+0033.2,48.219875832053248,42.696412570404505,1012.8894252432156,4394.56093189964,375.63666666666666
2003,AK,704140,EARECKSON AS,52.717,174.1,+0037.2,41.90776993391092,35.779360210709854,1557.0813737022318,4592.1903545495616,375.63666666666666
2003,AL,722230,MOBILE REGIONAL AIRPORT,30.688,-88.246,+0065.5,66.793598950332822,56.649752944188421,1017.5033742959549,4370.3978494623643,375.63666666666666
2003,AL,722260,MONTGOMERY  RGNL (DANNELLY FD,32.3,-86.408,+0061.6,63.963263568868406,56.342022529441884,1017.5587532002047,4395.1115143369188,375.63666666666666
2003,AL,723230,HUNTSVILLE INTL/C.T.JONES FIE,34.644,-86.787,+0190.2,60.249477086533538,50.69843381976446,1017.9144758064517,4385.98085125448,375.63666666666666
2003,AR,723400,NORTH LITTLE ROCK AIRPORT,34.835,-92.25,+0173.0,62.181003706660825,51.967903351348667,4547.5855061949533,4512.938745053797,375.63666666666666
2003,AR,723440,FORT SMITH REGIONAL AIRPORT,35.333,-94.363,+0136.9,61.0326696108551,50.500797491039428,1016.3878213005632,4388.4837365591411,375.63666666666666
2003,AZ,722740,TUCSON INTERNATIONAL AIRPORT,32.131,-110.955,+0776.9,70.688863287250371,38.3959709421403,1036.5951299283156,9975.4860215053759,375.63666666666666
2003,AZ,722780,PHOENIX SKY HARBOR INTL AIRPO,33.428,-112.004,+0337.4,76.274516857354726,38.661310053498596,1011.7754648683723,4347.5867556544308,375.63666666666666
2003,AZ,722800,YUMA MARINE CORPS AIR STATION,32.667,-114.6,+0063.0,76.0361693548387,98.398212784928575,1011.755971449759,3895.8663309541457,375.63666666666666
2003,AZ,723710,PAGE MUNICIPAL AIRPORT,36.933,-111.448,+1313.7,61.265935882118683,29.820596375945833,1038.4490372361608,9974.5269444444439,375.63666666666666
2003,AZ,723740,WINSLOW-LINDBERGH REGIONAL AI,35.028,-110.721,+1489.3,56.568013952892983,28.7106541218638,1015.2239970558115,9974.4766666666674,375.63666666666666
2003,AZ,723760,FLAGSTAFF,35.217,-111.817,+2181.6,54.077399513002952,28.247508058140244,1154.6961198446618,2518.7773591199675,375.63666666666666
2003,CA,722900,SAN DIEGO INTERNATIONAL AIRPO,32.734,-117.183,+0004.6,63.156815156169991,54.18632424475166,1015.6528462621607,4397.2271594982067,375.63666666666666
2003,CA,722950,LOS ANGELES INTERNATIONAL AIR,33.938,-118.389,+0029.6,62.419558371735789,53.487609447004608,1014.9878680235536,4395.2596684587825,375.63666666666666
2003,CA,722970,LONG BEACH / DAUGHERTY FIELD,33.812,-118.146,+0009.5,63.433308371735777,53.68883256528418,1014.8933256528418,4396.6355197132625,375.63666666666666
