year,state,station,name,lat,lon,elev,avg_temp,avg_dew,avg_slp,avg_stp,avg_co2
1980,AK,700260,W POST-WILL ROGERS MEMORIAL A,71.283,-156.782,+0009.5,8.7680070448646639,166.54770084044,1017.7795393029292,1017.2983129403042,338.685
1980,AK,700300,WAINWRIGHT AIRPORT,70.639,-159.85,+0027.0,9.9123815777134752,1084.7215387194224,1053.4213360930257,1080.5167844258233,338.685
1980,AK,700450,LONELY (DEW)                 ,70.917,-153.233,+0012.0,9.5369908258676332,1389.7727514515141,1659.5541490042433,1630.8328938833577,338.685
1980,AK,700630,OLIKTOK POW 2                ,70.5,-149.88,+0005.0,8.6814389535037773,1658.58114646697,1017.5409901711982,1076.9083882582463,338.685
1980,AK,700638,FALSE PASS,54.85,-163.417,+0006.0,8.6814389535037773,1658.58114646697,7905.3045808779852,7905.1910298188322,338.685
1980,AK,700860,BARTER ISLAND AIRPORT,70.134,-143.577,+0015.0,10.190352552218517,4.3991274255345427,1016.9571187121494,1014.9545389939439,338.685
1980,AK,701040,CAPE LISBURNE LRRS AIRPORT,68.883,-166.133,+0004.9,17.65134748485972,64.635084043999484,1014.0866023977258,9177.9608870967731,338.685
1980,AK,701170,TIN CITY LRRS AIRPORT,65.567,-167.917,+0083.0,21.599146582622669,15.74506334198492,1010.412169076752,6200.9189874551957,338.685
1980,AK,701210,POINT LAY LRRS AIRPORT,69.817,-162.917,+0007.6,12.855840257453655,569.867642348528,1112.5054914703235,1046.8063515545398,338.685
1980,AK,701330,RALPH WIEN MEMORIAL AIRPORT,66.867,-162.633,+0009.1,24.1796508466197,18.304809356074649,1011.4083240637747,1010.8386259424052,338.685
1980,AK,701730,INDIAN MOUNTAIN LRRS ARPT,66.0,-153.7,+0389.0,26.10663453219626,125.20159652700534,1010.0628865406005,4703.7885394265231,338.685
1980,AK,701740,BETTLES AIRPORT,66.918,-151.519,+0193.2,23.042394018044742,14.720118650352246,1013.1674437646769,988.1191873686812,338.685
1980,AK,702000,NOME AIRPORT,64.511,-165.44,+0004.0,29.249742306266217,20.248496786552955,1008.9299786800149,1008.0936642565814,338.685
1980,AK,702070,UNALAKLEET AIRPORT,63.883,-160.8,+0006.0,29.525954614865356,202.97942523117717,1364.8657289942487,3330.1960511310049,338.685
1980,AK,702120,CAPE ROMANZOFF AFS,61.783,-166.033,+0146.0,29.7024517982944,24.137089358546532,1006.612169076752,9150.0871953405021,338.685
1980,AK,702190,BETHEL AIRPORT,60.785,-161.829,+0031.1,29.365926955876894,23.281259424051413,1007.3259427141269,1001.6120006797677,338.685
1980,AK,702220,GALENA AIRPORT,64.737,-156.933,+0049.0,25.987189469781242,259.77829100234828,1010.6141326782845,7702.0511021505372,338.685
1980,AK,702310,MCGRATH AIRPORT,62.957,-155.61,+0101.5,26.058959955506111,17.646092571993574,1009.597577246323,996.53681065381284,338.685
1980,AK,702315,TATALINA LRRS AIRPORT,62.894,-155.967,+0294.0,28.84353231986157,21.3822951427512,1009.9968863552094,8373.1617831541189,338.685
