year,state,station,name,lat,elev,avg_temp,avg_co2
2001,AK,700260,W POST-WILL ROGERS MEMORIAL A,71.283,+0009.5,10.795798131080389,371.02
2001,AK,700300,WAINWRIGHT AIRPORT,70.639,+0027.0,12.117326197372385,371.02
2001,AK,700634,UGNU-KUPRAUK AIRPORT,70.331,+0020.4,11.160487071172554,371.02
2001,AK,700635,GALBRAITH LAKE AIRPORT,68.483,+0814.0,8.2006944444444443,371.02
2001,AK,700637,DEADHORSE AIRPORT,70.192,+0018.6,11.225962621607785,371.02
2001,AK,701045,RED DOG AIRPORT,68.067,+0297.0,23.950720367329563,371.02
2001,AK,701330,RALPH WIEN MEMORIAL AIRPORT,66.867,+0009.1,22.666810035842296,371.02
2001,AK,701333,DEERING AIRPORT,66.083,+0006.4,21.6654645269605,371.02
2001,AK,701335,NOATAK AIRPORT,67.566,+0027.0,21.613607312598411,371.02
2001,AK,701625,ANAKTUVUK PASS AIRPORT,68.167,+0641.0,14.877167687878659,371.02
2001,AK,701718,AMBLER AIRPORT,67.1,+0102.0,24.042592611720252,371.02
2001,AK,701740,BETTLES AIRPORT,66.918,+0193.2,24.47123143881208,371.02
2001,AK,701745,CHANDALAR LAKE AIRPORT,67.511,+0585.0,22.100914618535583,371.02
2001,AK,701780,RALPH M CALHOUN MEML ARPT,65.175,+0067.7,26.237897465437783,371.02
2001,AK,701940,FORT YUKON AIRPORT,66.567,+0135.6,23.280410266257039,371.02
2001,AK,701945,ARCTIC VILLAGE AIRPORT,68.117,+0638.0,18.086545178971718,371.02
2001,AK,701975,EAGLE AIRPORT,64.783,+0276.8,27.493157962109581,371.02
2001,AK,702005,ST MARYS,62.062,+0095.1,27.009725626076431,371.02
2001,AK,702006,KALTAG AIRPORT,64.327,+0055.2,25.499085381464415,371.02
2001,AK,702035,SAVOONGA AIRPORT,63.687,+0016.8,24.354958028417432,371.02
2001,AK,702040,GAMBELL AIRPORT,63.767,+0008.5,26.65223189100961,371.02
2001,AK,702075,ANVIK AIRPORT,62.65,+0094.0,28.19330107526882,371.02
2001,AK,702084,EMMONAK,62.785,+0004.3,27.293310514885661,371.02
2001,AK,702185,MEKORYUK AIRPORT,60.383,+0015.0,29.394659498207883,371.02
2001,AK,702186,HOOPER BAY AIRPORT,61.524,+0005.5,27.828246738243358,371.02
2001,AK,702190,BETHEL AIRPORT,60.785,+0031.1,29.308483742959545,371.02
2001,AK,702220,GALENA AIRPORT,64.737,+0049.0,40.041255360464696,371.02
2001,AK,702223,KOYUK AIRPORT,64.935,+0037.0,27.342183179723502,371.02
2001,AK,702225,HUSLIA,65.7,+0055.0,25.430368280608494,371.02
2001,AK,702310,MCGRATH AIRPORT,62.957,+0101.5,27.871010624679979,371.02
2001,AK,702320,ANIAK AIRPORT,61.583,+0026.0,30.226260880696373,371.02
2001,AK,702325,WASILLA AIRPORT,61.572,+0108.0,37.532546835261329,371.02
2001,AK,702460,MINCHUMINA,63.9,+0214.0,27.396761392729132,371.02
2001,AK,702490,PUNTILLA LAKE,62.1,+0566.3,29.299682383718537,371.02
2001,AK,702495,HAYES RIVER AIRPORT,61.983,+0305.1,36.251367481104651,371.02
2001,AK,702510,TALKEETNA AIRPORT,62.32,+0106.7,36.597354070660515,371.02
2001,AK,702550,SKWENTNA AIRPORT,61.977,+0045.7,37.409162912250139,371.02
2001,AK,702590,KENAI MUNICIPAL AIRPORT,60.58,+0027.7,35.764755504352287,371.02
2001,AK,702595,SOLDOTNA AIRPORT,60.476,+0034.4,35.592542869502267,371.02
2001,AK,702600,NENANA/MUN.                  ,64.55,+0110.0,28.89266001024065,371.02
2001,AK,702610,FAIRBANKS INTERNATIONAL,64.804,+0131.7,28.669747183819766,371.02
2001,AK,702615,WAINWRIGHT AAF AIRPORT,64.838,+0140.0,30.826550598824149,371.02
2001,AK,702645,MCKINLEY NATIONAL PK,63.733,+0524.3,28.111008348978782,371.02
2001,AK,702647,HEALY RIVER AIRPORT,63.87,+3945.3,31.033394137224782,371.02
2001,AK,702648,CANTWELL CANTWELL,63.4,+0668.0,28.905103488784231,371.02
2001,AK,702650,FAIRBANKS/EIELSON A,64.683,+0167.0,29.606401689708139,371.02
2001,AK,702670,ALLEN ARMY AIRFIELD,63.994,+0389.2,30.450688684075786,371.02
2001,AK,702695,SUTTON,61.717,+0265.0,33.108602685526982,371.02
2001,AK,702710,GULKANA AIRPORT,62.159,+0476.1,28.873570148489506,371.02
2001,AK,702711,SHEEP MOUNTAIN AIRPORT,61.817,+0853.4,29.746541196567616,371.02
2001,AK,702715,SKELTON AIRPORT,61.949,+1002.5,25.912249032826988,371.02
2001,AK,702717,SELAWIK,66.6,+0007.6,26.830601851851849,371.02
2001,AK,702720,ELMENDORF AFB AIRPORT,61.253,+0064.6,37.531887480798773,371.02
2001,AK,702725,LAKE HOOD SEAPLANE BASE,61.183,+0027.4,38.119917434715816,371.02
2001,AK,702730,TED STEVENS ANCHORAGE INTL,61.169,+0036.6,37.407862903225812,371.02
2001,AK,702735,MERRILL FLD,61.217,+0042.1,38.53924219150025,371.02
2001,AK,702740,PALMER MUNICIPAL AIRPORT,61.596,+0074.0,36.8067345110087,371.02
2001,AK,702745,WILLOW AIRPORT,61.754,+0067.0,34.883263579471226,371.02
2001,AK,702746,BIRCHWOOD AIRPORT,61.417,+0029.3,36.455467163691573,371.02
2001,AK,702755,MCCARTHY AIRPORT,61.437,+0466.7,30.951075617283955,371.02
2001,AK,702756,VALDEZ PIONEER FIELD AIRPORT,61.133,+0036.0,37.968478622631849,371.02
2001,AK,702757,WHITTIER AIRPORT,60.783,+0011.9,40.886688428059394,371.02
2001,AK,702770,SEWARD AIRPORT,60.128,+0018.0,39.784173707117247,371.02
2001,AK,702910,NORTHWAY AIRPORT,62.962,+0522.1,24.377567204301076,371.02
2001,AK,702913,NABESNA/DEVIL MTN,62.402,+0878.0,28.321681272755836,371.02
2001,AK,702915,SLANA AIRPORT,62.709,+0730.0,29.610769163709236,371.02
2001,AK,702960,M.K.(MUDHOLE) SMITH ARPT,60.489,+0009.5,40.726348566308239,371.02
2001,AK,702986,BIG RIVER LAKE,60.817,+0018.3,39.936456335964117,371.02
2001,AK,703080,ST PAUL ISLAND AIRPORT,57.155,+0010.7,35.980292498719919,371.02
2001,AK,703160,COLD BAY AIRPORT,55.221,+0023.8,38.718240527393746,371.02
2001,AK,703165,SAND POINT AIRPORT,55.333,+0006.4,40.80040549504259,371.02
2001,AK,703260,KING SALMON AIRPORT,58.683,+0020.4,35.306331925243214,371.02
2001,AK,703334,EGEGIK(AWOS)                 ,58.417,+0028.0,35.129348118279573,371.02
2001,AK,703400,ILIAMNA AIRPORT,59.749,+0043.6,36.466709549411163,371.02
2001,AK,703406,PORT ALSWORTH AIRPORT,60.204,+0085.0,38.062322245175416,371.02
2001,AK,703407,SLEETMUTE AIRPORT,61.717,+0054.3,29.740109660728862,371.02
2001,AK,703410,HOMER AIRPORT,59.642,+0019.5,39.511507296466981,371.02
2001,AK,703430,MIDDLETON ISLAND METEOROLOGY,59.433,+0030.5,43.25185203791662,371.02
2001,AK,703500,KODIAK AIRPORT,57.751,+0024.4,41.315515873015869,371.02
2001,AK,703604,HOMER,59.633,+0026.0,39.514305555555566,371.02
2001,AK,703610,YAKUTAT AIRPORT,59.512,+0010.1,40.545222094214026,371.02
2001,AK,703621,SELDOVIA ARPT,59.45,+0009.0,39.571795954941109,371.02
2001,AK,703626,HAINES,59.243,+0004.6,41.144415002560166,371.02
2001,AK,703644,NUIQSUT AIRPORT,70.212,+0017.4,11.2418762140094,371.02
2001,AK,703670,GUSTAVUS,58.425,+0012.2,41.765039947874669,371.02
2001,AK,703710,SITKA ROCKY GUTIERREZ ARPT,57.048,+0004.3,44.713077316948286,371.02
2001,AK,703810,JUNEAU INTERNATIONAL,58.357,+0004.9,42.1053321812596,371.02
2001,AK,703835,ST. GEORGE AIRPORT,56.6,+0038.1,37.122557160581366,371.02
2001,AK,703855,KAKE AIRPORT,56.967,+0052.4,42.789465565796206,371.02
2001,AK,703860,PETERSBURG,56.817,+0032.6,42.427967869943679,371.02
2001,AK,703870,WRANGELL AIRPORT,56.484,+0017.1,43.651724270353306,371.02
2001,AK,703884,HYDABURG SEAPLANE BASE,55.206,+0000.0,44.878420884087078,371.02
2001,AK,703886,PORT ALEXANDER SPB,56.247,+0003.7,45.885683812813795,371.02
2001,AK,703894,KLAWOCK AIRPORT,55.58,+0024.0,44.3190770609319,371.02
2001,AK,703950,KETCHIKAN INTL AIRPORT,55.35,+0024.4,44.866225678443421,371.02
2001,AK,703980,ANNETTE ISLAND AIRPORT,55.039,+0033.2,45.443808883768568,371.02
2001,AK,703985,METLAKATLA SEAPLANE BASE,55.133,+0000.0,45.484263526199008,371.02
2001,AK,704140,EARECKSON AS,52.717,+0037.2,37.623564919754578,371.02
2001,AK,704540,ADAK NAS,51.883,+0005.2,41.291457346154139,371.02
2001,AK,701043,POINT HOPE AIRPORT,68.35,+0004.0,22.865209012977406,371.02
2001,AK,701195,SHISHMAREF/NEW AIRPORT,66.25,+0004.0,21.458093377562374,371.02
2001,AK,701486,KIVALINA AIRPORT,67.733,+0004.0,20.645252389486259,371.02
2001,AK,702000,NOME AIRPORT,64.511,+0004.0,26.304893113159242,371.02
2001,AK,704890,DUTCH HARBOR AIRPORT,53.9,+0004.0,40.894362519201223,371.02
2001,AK,702070,UNALAKLEET AIRPORT,63.883,+0006.0,26.512797354203087,371.02
2001,AK,702607,HOONAH SEAPLANE BASE,58.12,+0006.0,43.546868919610858,371.02
2001,AK,703333,CHIGNIK AIRPORT,56.311,+0006.0,41.272885260518734,371.02
2001,AK,703606,TOGIAK AIRPORT,59.067,+0006.1,33.910629579824885,371.02
2001,AK,703620,SKAGWAY AIRPORT,59.456,+0006.1,42.0670359703021,371.02
2001,AK,703817,ELFIN COVE SEAPLANE BASE,58.2,+0006.1,42.770822452636978,371.02
2001,AK,700197,SELAWIK,66.617,+0008.0,21.784698541932734,371.02
2001,AK,701995,GOLOVIN AIRPORT,64.55,+0008.0,26.359946319130135,371.02
2001,AK,702750,NATIONAL WEATHER SERVICE OFFI,61.13,+0029.0,38.665005120327706,371.02
2001,AK,703210,DILLINGHAM MUNI,59.05,+0029.0,34.903538786482336,371.02
2001,AK,703330,PORT HEIDEN AIRPORT,56.959,+0029.0,37.326361283643891,371.02
2001,AL,722230,MOBILE REGIONAL AIRPORT,30.688,+0065.5,66.637628648233488,371.02
2001,AL,722260,MONTGOMERY  RGNL (DANNELLY FD,32.3,+0061.6,64.068476062468008,371.02
2001,AL,722265,MAXWELL AFB AIRPORT,32.383,+0052.1,68.253012638479362,371.02
2001,AL,722267,TROY MUNICIPAL AIRPORT,31.867,+0121.0,63.632373271889406,371.02
2001,AL,722268,DOTHAN RGNL,31.317,+0122.0,65.850590404682436,371.02
2001,AL,722269,CAIRNS ARMY AIRFIELD (FORT RU,31.267,+0092.0,64.012485989610838,371.02
2001,AL,722275,ANDALUSIA-OPP  MUNICIPAL AIRP,31.309,+0094.5,71.5553164668364,371.02
2001,AL,722276,MIDDLETON FLD,31.417,+0079.0,63.85623364339763,371.02
2001,AL,722279,PRYOR FLD RGNL,34.653,+0180.4,60.55758690333959,371.02
2001,AL,722280,BIRMINGHAM INTERNATIONAL AIRP,33.566,+0187.5,62.5047311827957,371.02
2001,AL,722284,AUBURN OPELIKA ROBE,32.616,+0237.0,63.340799058036261,371.02
2001,AL,722285,GADSDEN MUNICIPAL AIRPORT,33.967,+0173.4,59.294280209933433,371.02
2001,AL,722286,TUSCALOOSA RGNL,33.217,+0052.0,63.0601094470046,371.02
2001,AL,722287,ANNISTON METROPOLITAN ARPT,33.587,+0181.1,61.7100204813108,371.02
2001,AL,722300,SHELBY COUNTY AIRPORT,33.183,+0175.0,62.295085765488984,371.02
2001,AL,723230,HUNTSVILLE INTL/C.T.JONES FIE,34.644,+0190.2,60.302762416794678,371.02
2001,AL,723235,NORTH WEST ALABAMA REGIONAL A,34.744,+0164.6,60.391899001536096,371.02
2001,AL,722235,MOBILE DOWNTOWN AIRPORT,30.626,+0008.0,66.353197644649256,371.02
2001,AR,723400,NORTH LITTLE ROCK AIRPORT,34.835,+0173.0,61.486114661975172,371.02
2001,AR,723403,ADAMS FIELD AIRPORT,34.727,+0078.6,62.205158090117749,371.02
2001,AR,723405,LITTLE ROCK AFB AIRPORT,34.917,+0095.0,62.995922771182322,371.02
2001,AR,723406,WALNUT RIDGE RGNL,36.125,+0083.2,60.022291986687144,371.02
2001,AR,723407,JONESBORO MUNICIPAL ARPT,35.833,+0080.0,60.342177419354833,371.02
2001,AR,723408,ARKANSAS INTL,35.967,+0077.4,65.676700789358122,371.02
2001,AR,723415,MEMORIAL FLD,34.467,+0165.0,62.505096006144385,371.02
2001,AR,723416,STUTTGART MUNICIPAL ARPT,34.6,+0068.3,62.208181003584222,371.02
2001,AR,723417,GRIDER FLD,34.18,+0063.1,62.68217229902713,371.02
2001,AR,723418,TEXARKANA REGIONAL AIRPORT-WE,33.456,+0110.0,64.207622247823849,371.02
2001,AR,723419,S. AR RGNL AT GDWIN FLD AP,33.221,+0076.8,62.710952380952371,371.02
2001,AR,723424,MONTICELLO MUNI,33.636,+0082.3,62.704203789042509,371.02
2001,AR,723434,SPRINGDALE MUNICIPAL ARPT,36.183,+0412.4,61.1133698156682,371.02
2001,AR,723435,MOUNT IDA,34.55,+0214.0,60.796292242703529,371.02
2001,AR,723439,OZARK RGNL,36.369,+0283.0,58.784397081413218,371.02
2001,AR,723440,FORT SMITH REGIONAL AIRPORT,35.333,+0136.9,62.092421274961588,371.02
2001,AR,723443,SMITH FLD,36.2,+0364.0,58.296132766164746,371.02
2001,AR,723444,BENTONVILLE MUNI/LOUIS M THAD,36.35,+0395.0,57.729221710189442,371.02
2001,AR,723445,DRAKE FLD,36.01,+0381.3,57.642435995903739,371.02
2001,AR,723446,BOONE CO,36.267,+0422.1,58.019406682027643,371.02
2001,AR,723447,MARION COUNTY RGNL AIRPORT,36.3,+0350.0,59.229109703020988,371.02
2001,AR,723448,BATESVILLE RGNL,35.726,+0141.1,60.762944828469017,371.02
2001,AR,723449,ROGERS MUNI-CARTER FLD APT,36.372,+0414.0,58.051241039426522,371.02
2001,AZ,699604,YUMA MCAS,32.65,+0064.9,75.650535074244758,371.02
2001,AZ,722720,BISBEE DOUGLAS INTL ARPT,32.633,+1659.9,60.439656298003079,371.02
2001,AZ,722730,SIERRA VISTA MUNICIPAL-LIBBY,31.588,+1438.4,68.719847893048993,371.02
2001,AZ,722735,BISBEE DOUGLAS INTL,31.458,+1250.0,62.510982462877621,371.02
2001,AZ,722740,TUCSON INTERNATIONAL AIRPORT,32.131,+0776.9,69.492112775217592,371.02
2001,AZ,722745,DAVIS-MONTHAN AFB AIRPORT,32.167,+0824.2,69.828719918074754,371.02
2001,AZ,722747,SAFFORD RGNL,32.855,+0968.0,65.91166282642088,371.02
2001,AZ,722748,CASA GRANDE MUNICIPAL ARPT,32.95,+0446.0,70.918232415794151,371.02
2001,AZ,722749,CHANDLER MUNICIPAL AIRPORT,33.269,+0379.0,78.182083788747107,371.02
2001,AZ,722764,WINDOW ROCK AIRPORT,35.658,+2055.0,48.066556557550712,371.02
2001,AZ,722780,PHOENIX SKY HARBOR INTL AIRPO,33.428,+0337.4,75.683351254480272,371.02
2001,AZ,722784,PHOENIX DEER VALLEY ARPT,33.688,+0450.0,73.2942498719918,371.02
2001,AZ,722785,LUKE AFB AIRPORT,33.55,+0331.0,75.480191663576818,371.02
2001,AZ,722786,WILLIAMS GATEWAY AIRPORT,33.3,+0421.2,74.002784818228363,371.02
2001,AZ,722788,PHOENIX GOODYEAR AIRPORT,33.417,+0295.1,76.3583198924731,371.02
2001,AZ,722789,SCOTTSDALE AIRPORT,33.623,+0460.0,75.494427163338457,371.02
2001,AZ,722800,YUMA MARINE CORPS AIR STATION,32.667,+0063.0,75.796716589861745,371.02
2001,AZ,723700,KINGMAN AIRPORT,35.259,+1051.0,63.577965949820793,371.02
2001,AZ,723710,PAGE MUNICIPAL AIRPORT,36.933,+1313.7,60.3477003328213,371.02
2001,AZ,723723,ERNEST A. LOVE FIELD ARPT,34.652,+1536.8,56.389313236047109,371.02
2001,AZ,723740,WINSLOW-LINDBERGH REGIONAL AI,35.028,+1489.3,56.470504352278546,371.02
2001,AZ,723747,SHOW LOW RGNL,34.267,+1955.0,57.768446852417,371.02
2001,AZ,723754,ST JOHNS INDUSTRIAL,34.518,+1748.0,54.245674770141818,371.02
2001,AZ,723755,FLAGSTAFF PULLIAM ARPT,35.144,+2139.1,47.330873015873024,371.02
2001,AZ,723760,FLAGSTAFF,35.217,+2181.6,53.626656775270284,371.02
2001,AZ,723783,GRAND CANYON NATL PARK APT,35.95,+2014.0,46.664973118279569,371.02
2001,AZ,723788,LAUGHLIN/BULLHEAD INTERNATION,35.157,+0212.0,78.460970302099341,371.02
2001,AZ,747240,GILA BEND AF AUX AIRPORT,32.883,+0269.0,78.6686860404759,371.02
2001,CA,690150,TWENTYNINE PALMS,34.3,+0626.0,69.4141301843318,371.02
2001,CA,722810,NAF,32.817,-0012.8,77.078879106591359,371.02
2001,CA,722860,RIVERSIDE/MARCH AFB,33.9,+0468.2,62.735295058883764,371.02
2001,CA,722868,PALM SPRINGS INTL AIRPORT,33.833,+0145.0,75.304751024065538,371.02
2001,CA,722869,RIVERSIDE MUNICIPAL ARPT,33.952,+0249.0,62.984884152585757,371.02
2001,CA,722874,DOWNTOWN L.A./USC CAMPUS,34.024,+0054.6,62.428681515616994,371.02
2001,CA,722880,BURBANK/GLENDALE,34.201,+0236.2,62.868214925755233,371.02
2001,CA,722885,SANTA MONICA MUNI AIRPORT,34.017,+0053.0,60.240411546338962,371.02
2001,CA,722886,VAN NUYS AIRPORT,34.21,+0244.0,63.1815514592934,371.02
2001,CA,722895,LOMPOC AIRPORT,34.667,+0027.0,55.90019431741716,371.02
2001,CA,722897,SAN LUIS CO RGNL,35.237,+0065.0,57.037751536098312,371.02
2001,CA,722899,CHINO AIRPORT,33.975,+0199.0,61.806091269841268,371.02
2001,CA,722900,SAN DIEGO INTERNATIONAL AIRPO,32.734,+0004.6,61.701853558627761,371.02
2001,CA,722903,MONTGOMERY FLD,32.816,+0130.0,61.121374167946747,371.02
2001,CA,722904,BROWN FLD MUNI,32.572,+0160.0,59.716781874039945,371.02
2001,CA,722906,NORTH ISLAND NAS,32.7,+0007.9,61.419346518177171,371.02
2001,CA,722907,GILLESPIE FLD,32.833,+0118.0,65.904831669226823,371.02
2001,CA,722909,NAVAL AUXILIARY LANDING FD,32.567,+0007.3,62.385186038218073,371.02
2001,CA,722910,SAN NICOLAS ISLAND NAVAL OUTL,33.25,+0174.0,59.453487056739341,371.02
2001,CA,722920,CATALINA AIRPORT,33.405,+0488.3,59.314543010752686,371.02
2001,CA,722925,SAN CLEMENTE ISLAND,33.023,+0056.0,60.912402422456772,371.02
2001,CA,722926,MARINE CORPS AIR STATION,33.3,+0022.9,59.616831068912546,371.02
2001,CA,722927,MCCLELLAN-PALOMAR AIRPORT,33.128,+0101.0,59.812226702508951,371.02
2001,CA,722930,SAN DIEGO/MIRAMAR N,32.867,+0145.7,61.503515325670506,371.02
2001,CA,722934,OCEANSIDE MUNICIPAL ARPT,33.219,+0009.0,59.85118919610855,371.02
2001,CA,722950,LOS ANGELES INTERNATIONAL AIR,33.938,+0029.6,61.044584613415267,371.02
2001,CA,722953,MOJAVE AIRPORT,35.067,+0851.0,69.278581309994351,371.02
2001,CA,722955,ZAMPERINI FLD,33.803,+0031.4,63.53317690830297,371.02
2001,CA,722956,NRTHORP FLD/HATHRN MUNI AP,33.923,+0020.0,61.0173783922171,371.02
2001,CA,722970,LONG BEACH / DAUGHERTY FIELD,33.812,+0009.5,61.623723118279571,371.02
2001,CA,722975,LOS ALAMITOS AAF AIRPORT,33.79,+0011.0,66.782333818079081,371.02
2001,CA,722976,FULLERTON MUNICIPAL ARPT,33.872,+0029.3,62.706312724014332,371.02
2001,CA,722977,JOHN WAYNE ARPT ORA,33.68,+0017.0,61.891182155657965,371.02
2001,CA,723805,NEEDLES AIRPORT,34.768,+0271.3,75.210641321044534,371.02
2001,CA,723810,EDWARDS AIR FORCE BASE,34.933,+0705.0,65.29906345985026,371.02
2001,CA,723815,BARSTOW-DAGGETT AIRPORT,34.854,+0584.3,68.098911290322576,371.02
2001,CA,723816,GENERAL WILLIAM J. FOX AIRFIE,34.741,+0712.6,63.009151305683552,371.02
2001,CA,723820,PDLE PRODN FLT/TST AF PLT,34.633,+0774.0,63.730922299027135,371.02
2001,CA,723826,INYOKERN AIRPORT,35.667,+0748.9,71.490805025866493,371.02
2001,CA,723830,SANDBERG,34.744,+1374.7,57.015165307131376,371.02
2001,CA,723840,MEADOWS FIELD AIRPORT,35.434,+0149.1,65.977126216077835,371.02
2001,CA,723890,FRESNO YOSEMITE INTERNATIONAL,36.78,+0101.5,64.896745391705068,371.02
2001,CA,723894,MAMMOTH YOSEMITE AIRPORT,37.633,+2173.0,54.676498434338995,371.02
2001,CA,723895,PORTERVILLE MUNICIPAL ARPT,36.033,+0135.0,63.465575164237556,371.02
